ITEM_ID,ITEM_NAME,FLAVOR,BASE_SPIRIT,COCKTAIL_TYPE,SERVED,PREPARATION,STRENGTH,DIFFICULTY,BRANDS
117,Scofflaw,Spirit-forward,Rye Whiskey,Classics,Neat/Up,Shaken,Medium,Medium,George Dickel
117,Scofflaw,Spirit-forward,Vermouth / Aperitif Wine,Classics,Neat/Up,Shaken,Medium,Medium,George Dickel
117,Scofflaw,Sweet,Bourbon / American Whiskey,Classics,Neat/Up,Shaken,Medium,Medium,George Dickel
117,Scofflaw,Sweet,Rye Whiskey,Classics,Neat/Up,Shaken,Medium,Medium,George Dickel
117,Scofflaw,Sweet,Vermouth / Aperitif Wine,Classics,Neat/Up,Shaken,Medium,Medium,George Dickel
118,Screwdriver,Fruity/Citrus-forward,Vodka,Classics,On the Rocks,None,Medium,Simple,None
118,Screwdriver,Sweet,Vodka,Classics,On the Rocks,None,Medium,Simple,None
119,SexontheBeach,Fruity/Citrus-forward,Vodka,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,None
119,SexontheBeach,Sweet,Vodka,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,None
120,ShamrockShot,Creamy,Vodka,Shots,Neat/Up,Shaken,Medium,Medium,None
120,ShamrockShot,Sweet,Vodka,Shots,Neat/Up,Shaken,Medium,Medium,None
121,SingaporeSling,Bubbly,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
121,SingaporeSling,Bubbly,Gin,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,None
121,SingaporeSling,Sour,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
121,SingaporeSling,Sour,Gin,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,None
121,SingaporeSling,Sweet,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
121,SingaporeSling,Sweet,Gin,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,None
122,SnapChatRum,Fruity/Citrus-forward,Rum,Modern Classics,Neat/Up,Shaken,Medium,Medium,None
123,SourT-iesel,Fruity/Citrus-forward,Tequila,Margaritas,Neat/Up,Shaken,Medium,Medium,None
123,SourT-iesel,Fruity/Citrus-forward,Tequila,Modern Classics,Neat/Up,Shaken,Medium,Medium,None
124,SouthSide,Fruity/Citrus-forward,Gin,Classics,Neat/Up,Shaken,Medium,Medium,No. 3
124,SouthSide,Sweet,Gin,Classics,Neat/Up,Shaken,Medium,Medium,No. 3
125,SpanishGinTonic,None,Gin,Modern Classics,On the Rocks,Stirred,Light,Simple,None
126,SparklingRoseMargarita,Fruity/Citrus-forward,Tequila,Punches,On the Rocks,Stirred,Medium,Medium,None
126,SparklingRoseMargarita,Sweet,Tequila,Punches,On the Rocks,Stirred,Medium,Medium,None
127,SparklingWatermelonPunch,Fruity/Citrus-forward,Vodka,Punches,On the Rocks,Stirred,Medium,Medium,None
127,SparklingWatermelonPunch,Fruity/Citrus-forward,Sweet,Punches,On the Rocks,Stirred,Medium,Medium,None
128,SpicyMintAvocadoMargarita,Spicy,Tequila,Modern Classics,On the Rocks,Shaken,Medium,Medium,None
128,SpicyMintAvocadoMargarita,Sweet,Tequila,Modern Classics,On the Rocks,Shaken,Medium,Medium,None
129,StrawberryBasilMargarita,Fruity/Citrus-forward,Tequila,Margaritas,On the Rocks,Shaken,Medium,Complicated,Cointreau
130,StrawberryDaiquiri,Fruity/Citrus-forward,Rum,Classics,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Fruity/Citrus-forward,Rum,Frozen / Blended,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Fruity/Citrus-forward,Rum,Tiki / Tropical,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sour,Rum,Classics,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sour,Rum,Frozen / Blended,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sour,Rum,Tiki / Tropical,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sweet,Rum,Classics,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sweet,Rum,Frozen / Blended,Frozen,Blended,Medium,Complicated,None
130,StrawberryDaiquiri,Sweet,Rum,Tiki / Tropical,Frozen,Blended,Medium,Complicated,None
131,SufferingBastard,Fruity/Citrus-forward,Bourbon / American Whiskey,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,Angostura
131,SufferingBastard,Fruity/Citrus-forward,Gin,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,Angostura
131,SufferingBastard,Fruity/Citrus-forward,Whiskey,Tiki / Tropical,On the Rocks,Shaken,Medium,Medium,Angostura
132,SummerthymeScrewdriver,Fruity/Citrus-forward,Vodka,Punches,On the Rocks,Stirred,Medium,Medium,Aperol
133,Teal-quilaSunrise,Fruity/Citrus-forward,Tequila,Modern Classics,On the Rocks,Shaken,Light,Medium,Grand Marnier
133,Teal-quilaSunrise,Fruity/Citrus-forward,Sweet,Modern Classics,On the Rocks,Shaken,Light,Medium,Grand Marnier
134,TequilaManhattan,Fruity/Citrus-forward,Tequila,Modern Classics,On the Rocks,Stirred,Medium,Medium,Cazadores
135,TheDeadRabbitIrishCoffee,Bitter,Irish Whiskey,Classics,Hot/Warm,None,Medium,Medium,Clontarf
135,TheDeadRabbitIrishCoffee,Bitter,Irish Whiskey,Hot,Hot/Warm,None,Medium,Medium,Clontarf
135,TheDeadRabbitIrishCoffee,Sweet,Irish Whiskey,Classics,Hot/Warm,None,Medium,Medium,Clontarf
135,TheDeadRabbitIrishCoffee,Sweet,Irish Whiskey,Hot,Hot/Warm,None,Medium,Medium,Clontarf
136,TomCollins,Bubbly,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
136,TomCollins,Sour,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
136,TomCollins,Bubbly,Gin,Classics,On the Rocks,Shaken,Medium,Medium,None
137,ToughtoHear,Sour,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Sour,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
137,ToughtoHear,Sour,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Sour,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
137,ToughtoHear,Spicy,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Spicy,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
137,ToughtoHear,Spicy,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Spicy,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
137,ToughtoHear,Sweet,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Sweet,Absinthe,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
137,ToughtoHear,Sweet,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,Leopold Brothers
137,ToughtoHear,Sweet,Liqueurs,Shots,Neat/Up,Shaken,Medium,Complicated,st. germain
138,TurfClub,Spirit-forward,Gin,Classics,Neat/Up,Stirred,Strong,Medium,Angostura
139,UncleAngelosEggnog,Creamy,Bourbon / American Whiskey,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Creamy,Bourbon / American Whiskey,Punches,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Creamy,Rum,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Creamy,Rum,Punches,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Spirit-forward,Bourbon / American Whiskey,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Spirit-forward,Bourbon / American Whiskey,Punches,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Spirit-forward,Rum,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Spirit-forward,Rum,Punches,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Sweet,Bourbon / American Whiskey,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Sweet,Bourbon / American Whiskey,Punches,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Sweet,Rum,Classics,Neat/Up,Stirred,Medium,Medium,None
139,UncleAngelosEggnog,Sweet,Rum,Punches,Neat/Up,Stirred,Medium,Medium,None
140,UptownWays,Bubbly,Champagne & Sparkling Wine,Modern Classics,Neat/Up,Shaken,Medium,Complicated,Hennessy
140,UptownWays,Bubbly,Cognac,Modern Classics,Neat/Up,Shaken,Medium,Complicated,Hennessy
140,UptownWays,Sweet,Champagne & Sparkling Wine,Modern Classics,Neat/Up,Shaken,Medium,Complicated,Hennessy
140,UptownWays,Sweet,Cognac,Modern Classics,Neat/Up,Shaken,Medium,Complicated,Hennessy
141,Vesper,Spirit-forward,Gin,Classics,	Neat/Up,Stirred,Strong,Medium,None
141,Vesper,Spirit-forward,vodka,Classics,	Neat/Up,Stirred,Strong,Medium,None
142,VieuxCarre,Spirit-forward,Cognac,Classics,	Neat/Up,Stirred,Medium,Medium,Angostura
142,VieuxCarre,Spirit-forward,Rye Whiskey,Classics,	Neat/Up,Stirred,Medium,Medium,Angostura
142,VieuxCarre,Spirit-forward,Cognac,Classics,	Neat/Up,Stirred,Medium,Medium,Benedictine
142,VieuxCarre,Spirit-forward,Rye Whiskey,Classics,	Neat/Up,Stirred,Medium,Medium,Benedictine
142,VieuxCarre,Spirit-forward,Cognac,Classics,	Neat/Up,Stirred,Medium,Medium,Hennessy
142,VieuxCarre,Spirit-forward,Rye Whiskey,Classics,	Neat/Up,Stirred,Medium,Medium,Hennessy
142,VieuxCarre,Spirit-forward,Cognac,Classics,	Neat/Up,Stirred,Medium,Medium,Peychaud's
142,VieuxCarre,Spirit-forward,Rye Whiskey,Classics,	Neat/Up,Stirred,Medium,Medium,Peychaud's
143,Vladimiry,Salty/Savory,Vodka,Modern Classics,On the Rocks,Stirred,Medium,Medium,None
144,VodkaSoda,Spirit-forward,Vodka,Classics,On the Rocks,Stirred,	Medium,Simple,None
145,WatermelonBlackberryMargaritaPopsicles,Fruity/Citrus-forward,Tequila,Frozen / Blended,Frozen,Blended,Medium,Medium,Pura Vida
146,WatermelonMargarita,Sweet,Tequila,Modern Classics,On the Rocks,Shaken,Medium,Medium,None
147,WatermelonWhiteWineSpritzer,Fruity/Citrus-forward,Wine,None,Frozen,Blended,Light,Medium,None
148,WhiskeySmash,Fruity/Citrus-forward,Bourbon / American Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
148,WhiskeySmash,Fruity/Citrus-forward,Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
148,WhiskeySmash,Sour,Bourbon / American Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
148,WhiskeySmash,Sour,Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
148,WhiskeySmash,Sweet,Bourbon / American Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
148,WhiskeySmash,Sweet,Whiskey,Classics,On the Rocks,Shaken,Medium,Medium,George Dickel
149,WhiskeySour,Sour,Bourbon / American Whiskey,Modern Classics,Neat/Up,Shaken,Medium,Medium,None
149,WhiskeySour,Sour,Whiskey,Modern Classics,Neat/Up,Shaken,Medium,Medium,None
150,WinterDaiquiri,Sweet,Rum,Modern Classics,Neat/Up,Shaken,Medium,Medium,Banks
150,WinterDaiquiri,Sweet,Rum,Modern Classics,Neat/Up,Shaken,Medium,Medium,Cruzan
151,X-MasSin,Spirit-forward,Armagnac,Modern Classics,Hot/Warm,Hot/Warm,Strong,Medium,Chateau de Laubade
151,X-MasSin,Spirit-forward,Armagnac,Modern Classics,Neat/Up,Cooked/Heated,Strong,Medium,Chateau de Laubade
152,YodaSour,Sour,Pisco,Modern Classics,Neat/Up,Shaken,Medium,Medium,None
