,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,mary.mooney,cocktailhour,dutchmansdaiquiri,pineappledaiquiri,,,,,,,,,,,,,,,,,,,,,,,,,,
1,garysprengel,vodka,tour,downneck,peppers,speakeasy,drinks,ginandsin,dutchmansdaiquiri,mustvisit,brickcity,exploring,gin,concoctions,cocktails,distillery,cocktaillist,alcohol,drinking,whiskey,newthings,ironbound,newark,newjersey,juniper,allpointswestdistillery,unique,nj,latergram,bartender
2,libation_report,dutchmansdaiquiri,cocktails,daiquiri,,,,,,,,,,,,,,,,,,,,,,,,,,
